Id,CodeArticle,CodeBarre,Libelle,CodeDim1,LibelleDim1,CodeDim2,LibelleDim2,Fournisseur,FamilleNiv1,FamilleNiv2,FamilleNiv3,FamilleNiv4,FamilleNiv5,FamilleNiv6,FamilleNiv7,FamilleNiv8,Quantite_Achat,DateLibre,Prix_Vente_TND,Prix_Achat_TND,IdCategorie
383,ART000383,6147079863212,Sony Ordinateur meilleur,DIM1-78,durer,DIM2-29,retourner,Groupe Poulina,Bijouterie,there,sauvage,herself,arm,reste,director,habitant,62,2023-06-18,6.36,4.07,CAT040
384,ART000384,5376576927788,Bosch Machine à laver stuff,DIM1-92,brusquement,DIM2-23,à,Géant,Boissons,sol,affirmer,wonder,grâce,I,chaise,lui,3,2024-05-16,299.69,234.79,CAT046
385,ART000385,6514604014249,Coca-Cola Réfrigérateur wonder,DIM1-68,comme,DIM2-47,placer,SOTUMAG,Santé,ah,casser,pas,expect,vivre,at,elle,91,2023-11-05,1884.14,1351.31,CAT026
386,ART000386,0076762090146,Philips Cahier serve,DIM1-42,degree,DIM2-18,agent,One Tech Group,Informatique,try,envoyer,take,tempête,résistance,operation,strong,82,2024-07-09,1921.52,1274.85,CAT042
387,ART000387,4519577825580,Adidas Café hors,DIM1-89,investment,DIM2-79,rôle,Aziza,Maison & Jardin,hotel,hand,choose,Republican,here,before,value,86,2023-09-16,1179.96,797.27,CAT012
388,ART000388,7782058295821,Danone Thé durer,DIM1-38,beat,DIM2-17,up,One Tech Group,Alimentation,premier,proposer,riche,exemple,ennemi,middle,image,90,2024-03-01,1897.65,1461.48,CAT026
389,ART000389,8639561372305,Samsung Pain pourquoi,DIM1-24,bon,DIM2-78,effort,Géant,Parfumerie,floor,réalité,distance,ailleurs,garde,écarter,un,29,2023-02-22,1281.1,1008.66,CAT007
390,ART000390,7165609456535,Bosch Machine à laver later,DIM1-96,prove,DIM2-10,type,Orange Tunisie,Santé,almost,front,allow,school,traditional,soldier,non,41,2024-06-15,339.94,259.83,CAT006
391,ART000391,0607174811311,Nivea Jus hundred,DIM1-94,effort,DIM2-43,already,Modern Leasing,Alimentation,force,direction,beyond,valeur,sauver,président,authority,34,2023-12-26,423.32,259.73,CAT045
392,ART000392,9680491872747,Nestlé Livre aspect,DIM1-14,plant,DIM2-93,last,Groupe Poulina,Boissons,venir,bruit,pluie,enjoy,meilleur,malade,goutte,50,2023-06-23,879.25,697.97,CAT027
393,ART000393,9737112229906,Nike T-shirt model,DIM1-49,study,DIM2-45,against,STB,Bébé & Enfant,prove,ni,along,least,audience,causer,understand,13,2024-01-04,1658.47,1211.0,CAT037
394,ART000394,8321021923782,Sony Jus onto,DIM1-21,mean,DIM2-58,théâtre,SOTUMAG,Boissons,rose,business,entrer,court,cell,activity,as,38,2023-03-29,45.06,35.61,CAT017
395,ART000395,9804253733774,Bosch Télévision difficult,DIM1-22,depuis,DIM2-49,on,One Tech Group,Hygiène,cours,prévoir,bientôt,must,ressembler,éternel,those,71,2024-12-29,1883.96,1257.71,CAT006
396,ART000396,4606056035674,Nike Fromage compter,DIM1-91,possible,DIM2-4,race,UTIC,Électronique,est,modern,oeuvre,neuf,reprendre,voilà,surprendre,78,2023-10-15,1780.06,1087.1,CAT011
397,ART000397,6475489547874,Sony Cahier sometimes,DIM1-25,personne,DIM2-53,benefit,STB,Chaussures,guess,étude,world,two,phone,haut,what,34,2024-03-15,1322.89,856.58,CAT020
398,ART000398,5435864496396,IKEA Ordinateur véritable,DIM1-74,customer,DIM2-71,seem,Attijari Bank,Vêtements,democratic,party,colère,pull,durer,cover,house,7,2023-11-01,724.85,447.61,CAT028
399,ART000399,4978524914164,Nivea Jus about,DIM1-77,discours,DIM2-62,without,Tunisie Telecom,Cosmétiques,look,much,decide,approach,production,physical,placer,4,2023-10-28,417.87,275.11,CAT041
400,ART000400,1221500141881,Nike Télévision care,DIM1-15,venir,DIM2-40,democratic,Senia,Jouets,ton,adresser,interrompre,feel,effect,en,without,63,2024-10-15,1790.28,1106.8,CAT017
401,ART000401,2089532638903,IKEA Yaourt centre,DIM1-24,table,DIM2-48,capital,Senia,Santé,étendue,do,pauvre,dernier,fois,absolument,travers,24,2023-12-05,894.32,615.25,CAT017
402,ART000402,7331167726964,Sony Livre rayon,DIM1-35,describe,DIM2-73,leave,Délice Danone,Vêtements,fund,précieux,this,policy,main,voici,selon,97,2023-05-11,1394.46,860.58,CAT007
403,ART000403,3355643436974,Nestlé Sac vendre,DIM1-70,taire,DIM2-53,parti,Amen Bank,Maison & Jardin,même,here,again,least,where,behind,especially,71,2023-06-27,126.66,96.73,CAT025
404,ART000404,5472239898300,Adidas T-shirt his,DIM1-88,ensuite,DIM2-61,voix,Amen Bank,Maison & Jardin,certain,être,pur,local,fumée,on,truth,61,2023-06-27,601.21,469.28,CAT026
405,ART000405,4281319092481,Samsung Café year,DIM1-65,want,DIM2-74,époque,BIAT,Maroquinerie,dont,bien,fermer,quitter,peau,several,croiser,87,2023-07-10,1965.6,1226.65,CAT010
406,ART000406,5248088062205,LG Pantalon clearly,DIM1-22,et,DIM2-28,painting,Tunisie Telecom,Vêtements,maintain,parvenir,vous,yeux,déchirer,bien,century,6,2023-08-12,849.63,583.76,CAT044
407,ART000407,8768868785997,LG Eau society,DIM1-77,need,DIM2-34,compare,Géant,Hygiène,card,eaux,seigneur,thousand,business,idea,firm,12,2023-01-19,779.26,553.59,CAT026
408,ART000408,7303627924630,Adidas Livre ailleurs,DIM1-59,ou,DIM2-2,message,Arab Tunisian Bank,Maroquinerie,man,hot,peine,ne,éteindre,supposer,garde,67,2023-02-11,1564.46,1068.35,CAT008
409,ART000409,7661945887076,L'Oréal Machine à laver le,DIM1-76,daughter,DIM2-75,win,Yazaki Tunisia,Cosmétiques,affirmer,courir,as,prévenir,sourd,agent,international,73,2024-09-12,1560.19,1206.8,CAT019
410,ART000410,5954508917764,IKEA Sac trace,DIM1-34,cruel,DIM2-50,give,Attijari Bank,Maroquinerie,sign,charge,dos,soi,fact,discussion,attention,78,2023-01-10,948.73,621.5,CAT012
411,ART000411,3693626894305,L'Oréal Machine à laver découvrir,DIM1-78,faute,DIM2-88,stop,Senia,Boissons,employer,whole,trente,build,tranquille,task,practice,51,2024-10-22,1779.7,1313.6,CAT022
412,ART000412,4988558298499,Danone Ordinateur enlever,DIM1-61,offrir,DIM2-35,expert,Aziza,Alimentation,yard,moment,approach,suddenly,both,remplir,employer,44,2023-12-27,1635.68,1083.13,CAT020
413,ART000413,1885666954138,Coca-Cola Parfum son,DIM1-90,without,DIM2-88,haut,Yazaki Tunisia,Maison & Jardin,on,teacher,class,material,instinct,by,eat,18,2024-11-13,604.46,416.24,CAT048
414,ART000414,6936634392522,Philips Cahier personal,DIM1-94,tonight,DIM2-54,chant,Arab Tunisian Bank,Hygiène,camarade,creuser,mind,ville,autre,petit,après,25,2023-08-15,886.22,663.06,CAT027
415,ART000415,5910245109107,Coca-Cola Shampoing divers,DIM1-48,menacer,DIM2-8,box,BIAT,Électronique,personal,power,signifier,certainly,paysan,coach,pourtant,9,2024-06-19,625.69,425.89,CAT033
416,ART000416,0652775844664,L'Oréal Shampoing habiller,DIM1-4,develop,DIM2-23,pays,Tunisie Telecom,Électroménager,voici,arrière,baisser,coûter,parfaitement,crainte,forcer,8,2024-06-18,502.73,306.72,CAT030
417,ART000417,9376618943703,Danone Sac close,DIM1-26,dark,DIM2-36,attorney,Aziza,Téléphonie,approcher,improve,pouvoir,reason,step,listen,immobile,65,2024-05-26,796.9,586.71,CAT008
418,ART000418,9202461752028,Bosch Lampe prison,DIM1-63,fall,DIM2-77,détail,Modern Leasing,Électronique,American,sourire,seek,such,green,chaud,sport,61,2023-06-13,1175.83,786.45,CAT023
419,ART000419,5848689993603,Danone Livre serve,DIM1-89,nothing,DIM2-12,another,Carrefour Tunisie,Alimentation,go,morceau,pied,woman,who,herbe,parfois,50,2023-08-22,104.05,78.66,CAT037
420,ART000420,3946408303732,Coca-Cola Table able,DIM1-29,anyone,DIM2-83,fille,Orange Tunisie,Électroménager,admit,specific,pousser,quitter,state,envoyer,option,35,2023-05-18,1304.92,788.19,CAT033
421,ART000421,0615370124241,Samsung Jus just,DIM1-61,nu,DIM2-17,décrire,One Tech Group,Parfumerie,bill,for,briser,commencement,espoir,feu,cinquante,2,2023-09-20,451.42,343.54,CAT039
422,ART000422,8878179415152,Danone Stylo mêler,DIM1-91,reculer,DIM2-83,share,Monoprix,Informatique,soleil,beau,courir,college,plan,all,tonight,49,2024-09-07,1703.91,1108.22,CAT030
423,ART000423,1863239791373,Philips Pantalon impact,DIM1-87,quality,DIM2-67,decide,Arab Tunisian Bank,Bébé & Enfant,arrêter,cup,réunir,adult,range,just,herbe,75,2023-03-08,209.11,167.26,CAT033
424,ART000424,1988192778855,Adidas Sac sonner,DIM1-83,suivre,DIM2-77,else,Arab Tunisian Bank,Automobiles,not,finally,cher,geste,vieux,team,claim,39,2023-09-22,1370.4,839.74,CAT031
425,ART000425,1851744600457,Nivea Livre vrai,DIM1-42,contre,DIM2-36,livrer,Monoprix,Automobiles,cesse,special,friend,devenir,rose,entrée,fixe,25,2024-10-15,304.11,197.08,CAT049
426,ART000426,8984841604615,Nestlé Ordinateur exist,DIM1-77,contraire,DIM2-52,cerveau,Géant,Vêtements,cher,and,table,into,fatigue,sans,calmer,93,2023-05-11,55.78,44.6,CAT032
427,ART000427,9107322836087,IKEA Livre part,DIM1-52,position,DIM2-50,banc,Délice Danone,Maroquinerie,development,data,guy,mon,whether,exist,société,91,2024-07-03,1989.53,1330.27,CAT013
428,ART000428,4970169342920,Sony Café travers,DIM1-88,conseil,DIM2-69,entraîner,Attijari Bank,Santé,aucun,valeur,cell,fixe,revoir,tendre,choix,65,2023-11-18,603.89,463.86,CAT011
429,ART000429,5372215566844,LG Yaourt record,DIM1-38,subir,DIM2-13,eaux,Attijari Bank,Vêtements,head,toute,port,eye,appear,about,major,95,2023-02-17,521.01,392.1,CAT036
430,ART000430,7843614244261,Nivea Chaise phrase,DIM1-43,sac,DIM2-84,happen,SOTUMAG,Maison & Jardin,quickly,parfois,véritable,those,in,college,discussion,46,2024-12-03,450.54,308.21,CAT020
431,ART000431,0376388214583,Bosch Cahier road,DIM1-34,fier,DIM2-75,skin,Carrefour Tunisie,Téléphonie,again,rester,est,entire,trait,souffrance,newspaper,16,2023-04-26,943.72,676.38,CAT041
432,ART000432,5869507321460,Apple Fromage safe,DIM1-61,peace,DIM2-25,souhaiter,BIAT,Cosmétiques,relationship,big,marriage,été,answer,heavy,song,88,2024-02-18,766.43,523.18,CAT020
433,ART000433,7368011923606,LG Machine à laver perdu,DIM1-26,nor,DIM2-44,charger,UTIC,Maroquinerie,serious,en,empire,bill,expérience,saint,camera,59,2024-05-14,290.73,184.93,CAT046
434,ART000434,3153911498309,Nike Télévision risk,DIM1-43,number,DIM2-81,titre,One Tech Group,Librairie,pont,mur,black,près,riche,a,same,82,2024-12-26,120.74,79.05,CAT029
435,ART000435,7820190432237,L'Oréal Chaise dessus,DIM1-98,éclater,DIM2-21,conseil,Attijari Bank,Hygiène,magazine,toucher,draw,approcher,du,product,they,17,2023-04-30,1230.89,844.25,CAT041
436,ART000436,2760250826116,Nike T-shirt effacer,DIM1-50,cruel,DIM2-1,boy,Délice Danone,Chaussures,drop,faux,various,coach,parfaitement,consider,family,26,2023-07-22,1462.66,1138.54,CAT001
437,ART000437,0364687191209,Sony Shampoing visible,DIM1-3,réponse,DIM2-87,indicate,Groupe Poulina,Maison & Jardin,autrement,rappeler,comprendre,autorité,est,inviter,face,29,2023-09-15,1388.58,919.82,CAT023
438,ART000438,2067323182972,IKEA Réfrigérateur nommer,DIM1-65,humain,DIM2-76,community,Carrefour Tunisie,Électronique,throw,all,afin de,tout,apporter,humide,suite,9,2023-03-06,1648.57,1301.86,CAT020
439,ART000439,7178509025565,Danone Pantalon présence,DIM1-67,soldier,DIM2-77,every,BIAT,Librairie,carte,sein,field,nearly,cri,franchir,haute,56,2023-12-31,1776.51,1187.68,CAT009
440,ART000440,8670090043656,Bosch Parfum behavior,DIM1-97,shake,DIM2-25,next,One Tech Group,Bébé & Enfant,monde,order,épaule,church,much,huit,recently,3,2023-10-12,460.69,367.16,CAT047
441,ART000441,2960807063364,Danone Table prepare,DIM1-3,stop,DIM2-76,songer,BIAT,Électronique,composer,bas,suffer,comment,entire,rencontrer,faim,16,2024-10-27,736.35,558.47,CAT042
442,ART000442,8773836381644,Nivea Chaussures curiosité,DIM1-33,couche,DIM2-99,present,STB,Parfumerie,she,public,involve,cold,étage,something,lumière,7,2023-06-16,1189.88,871.46,CAT004
443,ART000443,4417064625548,Coca-Cola Eau dimanche,DIM1-3,story,DIM2-7,tromper,Yazaki Tunisia,Informatique,grow,fumer,ancien,perte,foot,structure,travel,57,2024-02-03,763.61,496.76,CAT036
444,ART000444,3153888245272,LG Café trésor,DIM1-27,always,DIM2-89,right,Groupe Poulina,Automobiles,froid,dur,éclat,daughter,people,use,mettre,54,2024-09-18,1325.02,932.9,CAT043
445,ART000445,1119787180931,L'Oréal Fromage sauver,DIM1-90,sourire,DIM2-18,position,UTIC,Cosmétiques,consulter,quickly,draw,monter,bruit,signer,son,66,2023-10-30,1438.94,944.72,CAT008
446,ART000446,7868800230095,Nike Réfrigérateur intention,DIM1-26,brother,DIM2-78,seconde,Tunisie Telecom,Sport & Loisirs,etc,goal,public,everything,test,naturellement,solitude,67,2023-11-01,1946.37,1441.65,CAT023
447,ART000447,9520149118943,LG Stylo rapport,DIM1-6,draw,DIM2-71,militaire,Attijari Bank,Électroménager,gun,sac,morceau,dent,elle,bord,part,89,2023-09-18,1866.58,1207.49,CAT022
448,ART000448,6114042886059,Nivea Smartphone interrompre,DIM1-12,position,DIM2-15,later,Amen Bank,Jouets,street,propos,coeur,nu,attacher,avec,lisser,20,2023-11-06,1899.14,1333.84,CAT050
449,ART000449,0627153123457,Danone Thé area,DIM1-13,Mr,DIM2-33,oncle,Orange Tunisie,Téléphonie,poids,language,sombre,puissant,fill,clef,grâce,38,2024-09-08,531.93,329.78,CAT004
450,ART000450,3543788260336,Coca-Cola Chaise possible,DIM1-6,avance,DIM2-38,train,Aziza,Librairie,live,sérieux,prêt,other,françois,painting,aile,55,2023-07-18,1478.39,1138.73,CAT007
451,ART000451,6999699648997,Samsung Ordinateur behind,DIM1-18,check,DIM2-85,particularly,One Tech Group,Librairie,public,course,other,fusil,précis,over,dès,46,2023-03-26,1789.58,1169.78,CAT040
452,ART000452,3426698069087,Apple Thé clear,DIM1-48,push,DIM2-44,passé,One Tech Group,Cosmétiques,wait,surtout,contain,habiller,proposer,imaginer,rate,52,2024-11-28,803.5,525.78,CAT030
453,ART000453,8040561299651,Danone Chaussures règle,DIM1-62,montagne,DIM2-54,off,One Tech Group,Cosmétiques,oh,better,page,guy,professor,embrasser,reprendre,17,2024-09-20,1393.86,1109.95,CAT004
454,ART000454,1238595143461,Apple Chaise essayer,DIM1-54,to,DIM2-76,produce,Attijari Bank,Maroquinerie,appel,plaisir,abattre,traîner,plan,whatever,at,87,2023-04-01,879.13,594.25,CAT040
455,ART000455,8311395001681,L'Oréal Sac signer,DIM1-4,be,DIM2-88,professional,Leoni AG,Jouets,huit,partie,staff,soumettre,rose,quality,product,63,2023-02-09,230.31,158.48,CAT027
456,ART000456,3440777946205,Philips Télévision value,DIM1-84,mois,DIM2-41,remain,Groupe Poulina,Bijouterie,sec,joie,rencontre,poser,win,wind,debout,99,2024-08-20,1488.53,1061.33,CAT047
457,ART000457,0688413337311,Coca-Cola Jus haute,DIM1-44,senior,DIM2-67,droit,BIAT,Parfumerie,whole,boy,off,pendant,dur,tu,bureau,13,2023-01-01,868.53,564.3,CAT047
458,ART000458,1363852778954,Nivea Sac campaign,DIM1-87,empêcher,DIM2-83,bad,Senia,Vêtements,food,person,demande,anyone,mien,Mrs,cerveau,72,2023-08-02,1784.66,1090.27,CAT040
459,ART000459,0373416781277,LG Eau region,DIM1-65,dimanche,DIM2-61,agiter,Attijari Bank,Électronique,supérieur,portier,charge,faible,Congress,simple,still,10,2023-07-01,1504.1,974.93,CAT021
460,ART000460,3831828560530,Samsung Livre single,DIM1-65,posséder,DIM2-29,interesting,STB,Bébé & Enfant,partie,scene,moins,eat,national,aider,south,52,2023-10-20,1635.12,1131.21,CAT006
461,ART000461,1223552165051,Nike Pain write,DIM1-12,venir,DIM2-64,interview,Modern Leasing,Librairie,bonheur,bon,importance,loss,rentrer,easy,price,16,2024-08-31,1961.44,1433.17,CAT048
462,ART000462,2205093869482,IKEA Réfrigérateur raise,DIM1-53,général,DIM2-5,throughout,STB,Chaussures,tapis,forme,live,take,vieillard,benefit,wind,1,2023-07-02,1652.69,1309.98,CAT039
463,ART000463,7673820974610,Philips Eau souffrance,DIM1-66,miss,DIM2-72,if,Tunisie Telecom,Téléphonie,son,mouth,serious,confiance,name,poste,table,44,2024-06-13,729.87,557.12,CAT004
464,ART000464,6235040566955,Bosch Pantalon outside,DIM1-72,apporter,DIM2-99,demain,Arab Tunisian Bank,Parfumerie,we,jeu,executive,court,magazine,deal,le,61,2023-05-25,1434.73,1066.27,CAT024
465,ART000465,2894633891566,Apple Réfrigérateur façon,DIM1-98,valoir,DIM2-85,culture,Orange Tunisie,Alimentation,seven,could,improve,riche,moitié,vieil,jeune,44,2023-03-21,713.5,565.72,CAT041
466,ART000466,8186550784682,Adidas Stylo admit,DIM1-67,something,DIM2-48,spring,Yazaki Tunisia,Boissons,thank,door,dominer,production,tromper,cinq,place,22,2023-05-09,987.38,739.06,CAT046
467,ART000467,3859340153641,Apple T-shirt image,DIM1-33,long,DIM2-79,immobile,Tunisie Telecom,Électroménager,degree,embrasser,lorsque,noir,should,espace,line,16,2023-02-05,1860.78,1196.7,CAT026
468,ART000468,9421410527696,Danone Table vieux,DIM1-44,option,DIM2-14,sept,UTIC,Boissons,plaire,fier,carry,prochain,interest,contraire,onto,82,2023-11-20,1675.75,1046.75,CAT038
469,ART000469,5986787442279,Nike Pantalon Mrs,DIM1-85,sit,DIM2-76,number,BIAT,Vêtements,significant,himself,store,could,grain,campagne,go,64,2023-04-16,13.65,8.32,CAT048
470,ART000470,0024539313219,Coca-Cola T-shirt trouble,DIM1-75,authority,DIM2-62,accord,BIAT,Électronique,grow,along,souvenir,one,user,former,feel,89,2023-10-27,1159.22,884.54,CAT047
471,ART000471,2736774620257,IKEA Réfrigérateur l'un,DIM1-85,determine,DIM2-77,qualité,Arab Tunisian Bank,Librairie,depuis,considérer,battre,doux,taire,soudain,probably,65,2023-02-15,1763.37,1403.47,CAT027
472,ART000472,0183647238750,Nestlé Café queue,DIM1-32,petit,DIM2-36,natural,Senia,Librairie,tout,cost,juste,majority,ever,or,member,38,2023-10-22,908.43,570.16,CAT009
473,ART000473,9052918768313,Danone Fromage argue,DIM1-96,où,DIM2-66,taire,Carrefour Tunisie,Chaussures,continue,passé,douleur,store,respect,appartenir,court,41,2023-05-01,1425.19,1035.42,CAT036
474,ART000474,6216591438823,Sony Table déjà,DIM1-80,read,DIM2-92,scientist,Carrefour Tunisie,Santé,rire,horizon,example,can,share,since,discuss,87,2024-09-19,269.68,196.87,CAT046
475,ART000475,4309544979121,Adidas Chaise PM,DIM1-70,able,DIM2-89,réunir,Géant,Cosmétiques,oublier,déchirer,inquiéter,tracer,song,serve,eh,98,2024-07-03,707.71,507.12,CAT031
476,ART000476,2988322012568,Danone Jus regard,DIM1-54,depuis,DIM2-87,attirer,STB,Automobiles,sort,policy,natural,happy,vide,region,crime,55,2024-05-10,1617.57,1004.99,CAT034
477,ART000477,0030443619958,LG Chaussures pauvre,DIM1-7,jour,DIM2-86,écouter,Délice Danone,Électroménager,an,système,sac,record,certain,decide,factor,35,2023-02-14,1501.62,1196.35,CAT011
478,ART000478,0967139719121,Philips Jus anything,DIM1-19,crise,DIM2-8,écarter,Carrefour Tunisie,Électroménager,colline,it,soldier,avance,sérieux,clef,mari,97,2023-03-23,1084.64,827.37,CAT023
479,ART000479,2019072587331,L'Oréal Réfrigérateur arrière,DIM1-87,owner,DIM2-95,occuper,STB,Maison & Jardin,green,ramasser,ton,pas,standard,créer,control,96,2023-03-11,1296.0,839.18,CAT025
480,ART000480,0868250952292,Philips Café how,DIM1-89,ainsi,DIM2-86,visible,Délice Danone,Bébé & Enfant,hard,those,terreur,élément,career,than,chaise,50,2023-12-19,836.05,553.91,CAT044
481,ART000481,2436585856424,Samsung Yaourt apercevoir,DIM1-2,year,DIM2-96,dame,Monoprix,Électroménager,cou,wonder,non,livre,planche,rentrer,fall,80,2023-05-10,1738.36,1331.58,CAT029
482,ART000482,7166906322486,Danone Eau jeu,DIM1-91,every,DIM2-83,valoir,Aziza,Maroquinerie,endormir,alone,baisser,aimer,whatever,model,home,70,2024-11-24,1478.21,1116.39,CAT013
483,ART000483,9157955462344,Philips Table thought,DIM1-58,contraire,DIM2-23,main,SOTUMAG,Électronique,able,attention,colon,article,annoncer,once,changer,23,2023-11-06,1471.48,993.9,CAT008
484,ART000484,1726808081575,Philips T-shirt couvrir,DIM1-72,cheveu,DIM2-34,sea,Leoni AG,Électronique,pencher,dont,mort,blue,avancer,seem,inspirer,75,2023-02-07,1692.8,1127.6,CAT001
485,ART000485,5847436213001,LG Café court,DIM1-6,night,DIM2-20,likely,Géant,Parfumerie,score,pick,model,du,repousser,instinct,travers,7,2024-04-16,1548.45,1119.72,CAT041
486,ART000486,2746662159189,Philips Jus conversation,DIM1-63,after,DIM2-74,avis,STB,Santé,interesting,large,habitude,produce,bien,autorité,per,10,2024-06-01,1569.14,1106.37,CAT021
487,ART000487,1400493881947,Adidas Chaise herbe,DIM1-9,traîner,DIM2-65,heureux,One Tech Group,Informatique,attacher,popular,saluer,radio,woman,step,purpose,70,2024-05-18,1076.39,721.05,CAT006
488,ART000488,3797166984165,Nivea Table bit,DIM1-43,éloigner,DIM2-43,few,Aziza,Automobiles,poète,own,energy,dernier,leave,écraser,pass,28,2024-04-19,1900.87,1342.2,CAT040
489,ART000489,0142620370870,Coca-Cola Yaourt chemin,DIM1-97,moyen,DIM2-84,d'autres,Groupe Poulina,Cosmétiques,sourd,beyond,épais,return,wear,ci,papa,86,2024-07-21,695.28,542.94,CAT016
490,ART000490,8018644822171,L'Oréal Fromage nearly,DIM1-32,réunir,DIM2-6,movement,Géant,Bébé & Enfant,left,rapport,bas,face,ni,front,reflect,15,2024-10-05,774.82,577.08,CAT035
491,ART000491,3691496112871,Adidas Smartphone strong,DIM1-99,seigneur,DIM2-48,opportunity,BIAT,Bijouterie,peine,particular,red,femme,saison,drop,exprimer,58,2024-09-05,976.18,761.08,CAT019
